name,city,countryCode,neighborhood,starLevel,overallScore,reviewCount,ratingLabel,cleanliness,locationRating,staffRating,latitude,longitude,hotelId,scrapedAt,description,descriptionLanguage,reviews
W New York Times Square,New York,US,Times Square - Theatre District,4.5,8.0,939.0,Very Good,8.3,9.4,8.5,40.759294,-73.985117,1027803.0,2026-05-03T22:27:26.770Z,"W New York Times Square is located in New York City's Times Square. This hotel is a short walk from Broadway theaters of Theater District. It features an on-site restaurant. A plasma TV, terry cloth bathrobes and Bliss bath amenities are included in every room at W New York - Times Square. The rooms are also equipped with a stocked mini-bar and light snacks. Room service is also available. On-site dining options include Dos Caminos Mexican restaurant, Izi and Blue Fin sushi and seafood restaurant. The Living Room Bar offers signature cocktails.The Izi is a 26-seat modern izakaya that offers a Japanese izakaya-inspired menu alongside a curated list of boutique Japanese and American whiskeys, sake and Japanese beers. A variety of other services, including currency exchange and a tour desk are also available at W New York - Times Square. The on-site shop, W The Store, makes high-end fashion and beauty products available to guests. The Empire State Building is 0.9 mi from W New York - Times Square. The Metropolitan Museum of Art and the Central Park are 2 mi away. ",en,[]
Madison LES Hotel,New York,US,Lower East Side - Chinatown,3.0,7.5,819.0,Good,7.9,8.1,7.5,40.71227,-73.99271,55945705.0,2026-05-03T22:27:28.781Z,"Madison LES is located in the Lower East Side Manhattan, within 1.2 mi of the Brooklyn Bridge, World Trade Center and SoHo. The hotel features a rooftop terrace and free WiFi is offered. All guest rooms include a coffee maker, a work desk and a flat-screen cable TV. Guests of Madison LES can use the on-site business center or fitness center. Flatiron Building is 2 mi from the hotel, while The Highline Park is 2.2 mi away. LaGuardia Airport is 9.3 mi from the property. ",en,[]
"Hotel Alameda, Highline",New York,US,Chelsea Area,4.5,7.0,202.0,Good,7.9,8.7,8.6,40.750431,-74.002846,11240903.0,2026-05-03T22:27:30.967Z,"Boasting 2 gourmet restaurants, this 4-star hotel has modern rooms. It is centrally located in Chelsea Gallery district, one-half mile from High Line Park and the Hudson River. Bright accent colors and contemporary furniture are featured in every Hotel Alameda, Highline room. A flat-screen TV and free Wi-Fi are provided. Hotel Alameda, Highline offers concierge services on site. New York Penn Station and Chelsea Market are both a 15-minute walk from this boutique hotel. Times Square is 1.5 miles away. ",en,[]
AC New York Downtown by Marriott,New York,US,Downtown - Wall Street,3.5,8.6,940.0,Very Good,8.8,9.0,8.7,40.70597,-74.00464,109420504.0,2026-05-03T22:27:32.659Z,"Great care is taken to ensure guests experience comfort through top-notch services and amenities.The hotel offers car hire amenities to assist you in discovering your desired offerings in New York (NY).Whether you're here for an extended stay or simply require fresh garments, the hotel ensures your cherished travel attire remains spotless and accessible with the convenience of dry cleaning service located on the premises.Need something at the last minute? The convenience stores has you covered, ensuring your requirements are met without any inconvenience. To ensure the well-being and convenience of all visitors, smoking is strictly prohibited throughout the entire hotel. In order to ensure the utmost level of relaxation, the guestrooms feature an inviting design and are equipped with all basic necessities, creating a delightful stay experience.Selected rooms offer in-room amusement like cable TV as a source of entertainment for guests to enjoy.Rest assured, quenching your thirst is not a concern with instant tea available in select accommodations. You'll be pleased to know that select guest bathrooms offer bathroom amenities such as a hair dryer, ensuring a comfortable stay. Start your day stress-free at AC Hotel New York Downtown as breakfast is made available for you on the premises. Upon your arrival, don't miss experiencing bar for enjoyable in-house evening entertainment. ",en,[]
"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",New York,US,Madison Square Garden - Convention Area,3.5,8.4,1242.0,Very Good,8.6,9.1,8.7,40.75441122,-73.99305786,50122505.0,2026-05-03T22:27:35.054Z,"Located 805 from Times Square and 1585 feet from the Madison Square Garden, this Midtown Manhattan hotel offers a complimentary hot and cold breakfast buffet daily. Free WiFi access is available throughout the hotel. Each studio and suite at the Homewood Suites Midtown Manhattan Times Square South features a flat-screen HD cable TV and a fully equipped kitchenette. In addition, each studio and suite also includes a private bathroom with a hairdryer and free luxury toiletries. Guests at the Midtown Manhattan Homewood Suites hotel will have access to a 24-hour front desk, 24-hour complimentary coffee service, and a mini-market filled with snacks, sundries and beverages. Meeting facilities, luggage storage and dry cleaning are also available. Dining options are within walking distance from the property, including renowned Times Square restaurants such as world-famous Carmine's and 46th Street's Restaurant Row. Homewood Suites Midtown Manhattan Times Square South is 0.7 mi from The Empire State Building, Macy's Department Store, Times Square, Central Park and Grand Central Station are less than 1.2 mi away. ",en,[]
The Shoreham Hotel,New York,US,Central Park South,4.0,7.0,2065.0,Good,7.6,9.4,8.0,40.762346,-73.976444,41060.0,2026-05-03T22:27:36.790Z,"This hotel is located on 55th Street between 5th and 6th Avenue, in midtown Manhattan, 1640 feet from Central Park. The property features an on-site restaurant, White Olive. The guest rooms at the Shoreham include a flat-screen TV, a pillow-top mattress with 250 thread-count linen. The Shoreham features a fitness center and a 24-hour business center. Guests can enjoy the hotel's bar. The staff is also available 24 hours for transport arrangements, theater tickets and more. Carnegie Hall and Rockefeller Center are 2133 feet from the property. ",en,[]
"The Lexington Hotel, Autograph Collection by Marriott",New York,US,Midtown East,4.0,8.0,905.0,Very Good,8.4,9.1,8.5,40.7552,-73.97321,39478.0,2026-05-03T22:27:38.679Z,"This modern hotel is 2297 feet from Grand Central Station and 886 feet from the 51st Street subway. The Lexington New York City, Autograph Collection provides rooms with dark wood furnishings and blackout drapes. Marble bathrooms contain a curved shower curtain and a granite-top work desk includes an ergonomic chair. Each room is also equipped with a flat-screen TV offering HD channels. Smart TV streaming apps like Netflex, Hulu, Crackle, Pandora are provided in every room. Casual coffee shop such as Starbucks is available on-site. The New York City Lexington hotel on-site fitness center includes TVs, music and towels. The business center can be accessed at any time and offers updated information on local flights. The property hosts live entertainment during evenings. The Lexington, Autograph Collection is 1804 feet from St. Patrick’s Cathedral and 2625 feet from the United Nations Headquarters. ",en,[]
Artezen Hotel,New York,US,Downtown - Wall Street,4.0,9.2,757.0,Excellent,9.5,9.6,9.7,40.7096726,-74.0086147,65702206.0,2026-05-03T22:27:40.992Z,"Set in New York, 0.7 mi from National September 11 Memorial & Museum, Artezen Hotel has a fitness center and rooms with free WiFi access. Located around 0.9 mi from One World Trade Center, the hotel is also 1 mi away from Brooklyn Bridge. The property is located in the Wall Street - Financial District and Bloomingdale's is 1.4 mi away. All units in the hotel are fitted with a flat-screen TV. The private bathroom is equipped with free toiletries. All guest rooms at Artezen Hotel include air conditioning and a desk. The accommodations offers a terrace. Speaking English and Spanish at the reception, staff are available 24 hours. New York University is 1.7 mi from the hotel, while The Highline Park is 2.7 mi from the property. LaGuardia Airport is 12 mi away. ",en,[]
Hard Rock Hotel New York,New York,US,Times Square - Theatre District,5.0,8.7,1305.0,Very Good,9.1,9.4,8.8,40.75956,-73.98334,163368004.0,2026-05-03T22:27:43.430Z,"In a prime location in New York, Hard Rock Hotel New York - Partner of ALL Accor provides air-conditioned rooms, a fitness center, free WiFi and a restaurant. Featuring a bar, the hotel is close to several noted attractions, around a 6-minute walk from Radio City Music Hall, 500 yards from Rockefeller Center and a 4-minute walk from Times Square. The property has room service, a 24-hour front desk and luggage storage for guests. All guest rooms at the hotel are equipped with a seating area, a flat-screen TV and a safety deposit box. All rooms come with a coffee machine, while some have a balcony. All rooms feature a closet. An à la carte, continental or American breakfast is served at the property. Popular points of interest near Hard Rock Hotel New York - Partner of ALL Accor include Top of the Rock, St Patrick's Cathedral and Broadway Theatre. LaGuardia Airport is 6.8 miles away. ",fr,[]
Cambria Hotel New York - Chelsea,New York,US,Chelsea Area,3.5,8.0,1888.0,Very Good,8.2,9.3,8.7,40.74636,-73.99116,14077603.0,2026-05-03T22:27:45.649Z,"Featuring a rooftop bar and lounge with a city view, Cambria Hotel New York - Chelsea is located in New York. Free WiFi access is available. Each room here will provide guests with a cable TV, air conditioning and a seating area. Complete with a microwave, the guest rooms also have a refrigerator and a coffee machine. Featuring a bath or shower, private bathrooms also comes with a hairdryer and free toiletries. At Cambria Hotel New York - Chelsea you will find a 24-hour front desk. Convenient on-site fitness for guests to use. the fitness center. The hotel has over 597 square feet of meeting space for small events. The hotel is 1640 feet from Empire State Building, 1640 feet from Madison Square Garden and 1640 feet from Penn Station. Newark Liberty International Airport is 11 mi away. ",en,[]
San Carlos Hotel New York,New York,US,Midtown East,4.5,9.0,2076.0,Excellent,9.1,9.5,9.3,40.756263,-73.971857,42354.0,2026-05-03T22:27:47.493Z,"Located on New York City's East Side, this hotel is just 5 minutes' walk from St. Patrick's Cathedral. It offers an on-site restaurant and a 24-hour fitness center. Numerous shopping, such as Saks Fifth Avenue, Bloomingdale's and sightseeing options, such as United Nations Plaza are located within walking distance. San Carlos Hotel New York features a 42"" LED HD flat-screen TV, a docking station and WiFi in every guest room. One-Bedroom Suites feature a kitchenette and dining area. Guests can use the 24-hour business center at the New York San Carlos. Parking is available at a nearby garage at a discounted rate. The hotel also has a restaurant, Spice Symphony, adjacent to the property, that serves brunch, lunch and dinner. Rockefeller Center is within 10 minutes' walk of the San Carlos Hotel, while Times Square and Central Park are within 20 minutes' walk. The 51st Street Subway Station is only one block away, offering easy access to Grand Central Terminal and the Empire State Building. ",en,[]
Courtyard by Marriott New York Manhattan/Upper East Side,New York,US,Upper East Side,3.0,7.6,635.0,Good,8.2,8.4,8.1,40.780606,-73.946366,5808605.0,2026-05-03T22:27:48.653Z,"Located in Manhattan’s Upper East Side, this hotel is within 15 minutes’ walk from Guggenheim Museum and Central Park. A fitness center is available. All rooms include free Wi-Fi. A flat-screen TV with cable is featured in all rooms at Courtyard by Marriott New York Manhattan Upper East Side. Tastefully decorated, each room is equipped with coffee-making facilities and a desk. A 24-hour reception is offered at New York Manhattan/Upper East Side Courtyard. Other convenient services include dry cleaning, self-service lockers and a fully equipped business center. Less than 1 mile from the underground, this hotel offers easy access to several attractions including Yankee Stadium and Times Square. Mount Sinai Hospital is just 6 minutes' drive. The Statue of Liberty is 12 miles away. This property is a 100% smoke-free hotel. Rooms have privacy-compliant sensors to help detect violations. By booking, you consent to their use, waive related claims & agree not to tamper with them. ",en,[]
Park Terrace Hotel on Bryant Park,New York,US,Rockefeller Center - Bryant Park,4.5,8.9,1557.0,Very Good,9.1,9.8,9.2,40.75249,-73.98311,60857203.0,2026-05-03T22:27:51.272Z,"Offering free 1GB WiFi, Park Terrace Hotel offers accommodations in Midtown Manhattan, steps from Bryant Park and the New York Public Library. Close to attractions like the Empire State Building and Grand Central Terminal, Park Terrace Hotel is also close to Saks Fifth Avenue, Bergdorf Goodman and other luxury retailers on Fifth Avenue. All guestrooms are soundproofed and have a flat-screen TV with Netflix, a Nespresso® machine, and a wardrobe. The rooms are equipped with a private bathroom featuring bathrobes and MALIN + GOETZ® amenities. Select guestrooms include floor-to-ceiling windows that face Bryant Park and the New York Public Library. At the hotel guests are welcome to take advantage of a sauna and a fitness room with Peloton® bikes. Guests will find a 24-hour front desk, a shared lounge and a business center at the property. Times Square is 1969 feet from Park Terrace Hotel. LaGuardia Airport is 6.2 mi from the property. Guests under the age of 21 years must be accompanied by a parent or official guardian. ",en,[]
Nolita Modern 6 bedrooms 2 baths,New York,US,SoHo - Tribeca,0.0,9.2,13.0,Excellent,,,,40.72124,-73.9989,348173604.0,2026-05-03T22:27:58.149Z,"Nolita Modern 6 bedrooms 2 baths provides rooms with free WiFi in New York, well located a 14-minute walk from NYU – New York University and 1.2 miles from National September 11 Memorial & Museum. The property is around 1.6 miles from One World Trade Center, 2 miles from Flatiron Building and 2.3 miles from Empire State Building. The property is non-smoking throughout and is located a 2-minute walk from Bloomingdales. At the hotel, each room includes a closet. Complete with a private bathroom equipped with a shower and a hairdryer, guest rooms at Nolita Modern 6 bedrooms 2 baths have a flat-screen TV and air conditioning, and selected rooms have a seating area. All guest rooms will provide guests with a desk and an electric tea pot. The Highline Park is 2.4 miles from the accommodation, while Madison Square Garden is 2.5 miles away. ",en,[]
The Muse New York,New York,US,Times Square - Theatre District,4.5,8.6,2156.0,Very Good,8.9,9.5,9.0,40.758022,-73.983699,304702.0,2026-05-03T22:27:59.315Z,"This 4-star hotel located in Manhattan’s theater district is 2133 feet from Rockefeller Center. The boutique hotel is eco-friendly. It features a state-of-the-art fitness center and rooms with a 37-inch flat-screen TV. The Muse New York provides concierge and business services. The award-winning Muse Bar is next to the hotel, and is currently closed until further notice. The Muse New York is only within 0.6 mi of Central Park and Radio City Music Hall. Times Square is also within walking distance and the Jacob K Javits Convention Center is 1.7 mi away. The Muse New York offers rooms are equipped with a work desk. ",en,[]
The Chatwal - The Unbound Collection by Hyatt,New York City,US,Times Square - Theatre District,5.0,8.6,153.0,Very Good,8.8,9.4,8.9,40.756485,-73.984584,10487705.0,2026-05-03T22:28:01.148Z,"This art deco, boutique hotel is within a 5-minute walk of Broadway theaters. The 5-star hotel offers a 42-inch flat-screen TV, personal butler service and free Wi-Fi in every guest room. The property is renowned in the travel industry for their quality customer service and luxury amenities. A combination of contemporary luxury and old fashioned design, the The Chatwal, The Unbound Collection by Hyatt, features on-site spa services at the prestigious MYND Spa & Salon. The well equipped gym is open 24-hours and personal training can be arranged. Guest rooms at the The Chatwal, The Unbound Collection by Hyatt, feature 400-thread-count linens and down duvets. A DVD player and stereo with MP3 connectivity are available upon request. The bathrooms offers his and hers bath amenities and comfortable terry cloth robes. The Lambs Club at the The Chatwal, The Unbound Collection by Hyatt, is a bar-and-grill with modern takes on American classics. The restaurant offers a 2,500 square foot mezzanine lounge with 20-foot viewing windows with city views. Times Square is a 3-minute walk from the hotel. Central Park is a 17-minute walk away. ",en,[]
The Broome,New York,US,SoHo - Tribeca,4.0,8.7,177.0,Very Good,8.9,9.8,9.6,40.72135672,-73.99934917,40659406.0,2026-05-03T22:28:03.339Z,"Experience an abundance of unparalleled facilities and features at The Broome Hotel.Maintain seamless communication using the complimentary Wi-Fi at hotel.Effortlessly arrange transportation to and from the airport using the hotel's airport transfer services. Discovering New York (NY) becomes even more accessible through the taxi and car hire amenities provided at the hotel. During your stay at this fantastic hotel, the attentive front desk personnel can provide you with a range of amenities such as concierge service, express check-in or check-out, luggage storage and safety deposit boxes.In search of city's top entertainment, seek assistance at the hotel's ticket service and tours for reservations. At the hotel, utilize the on-site dry cleaning service and laundry service to maintain your beloved travel attire fresh, allowing you to bring fewer clothes. Craving relaxation? Make the most of your stay at the The Broome Hotel with convenient amenities like room service and daily housekeeping at your disposal.Kindly note that smoking is prohibited in the hotel to ensure fresher air for all visitors.At The Broome Hotel, every guestroom is provided with convenient amenities and fittings to ensure a comfortable stay.Enhance your experience at hotel with the knowledge that certain rooms are equipped with linen service, blackout curtains and air conditioning for your convenience.A few accommodations within The Broome Hotel offer unique design elements such as a balcony or terrace. Certain rooms boast in-room amusement features such as daily newspaper, television and cable TV, offering guests an enjoyable stay. In select rooms within the hotel, a refrigerator, a coffee or tea maker, bottled water, instant coffee, instant tea and mini bar is available to cater to your requirements when desired. It is worth noting that certain guest bathrooms feature a hair dryer, toiletries and bathrobes for your convenience. Begin your day carefree at The Broome Hotel, as complimentary breakfast is offered for your convenience. Begin your day feeling refreshed and invigorated as you enjoy a delightful cup of quality coffee available at the cafe situated within the hotel.At the hotel, an assortment of easily accessible and delicious meal choices are available to satisfy your appetite whenever it strikes. Enjoy an entertaining evening with your fellow travelers at the hotel's bar.At The Broome Hotel, visitors have the option to receive groceries directly in their accommodation, ensuring outstanding comfort and simplicity when it comes to meals. At the hotel, discerning guests can also enjoy on-site culinary facilities like shared kitchen tailored to their preferences. ",en,[]
The Wall Street Hotel New York City,New York,US,Downtown - Wall Street,5.0,9.4,450.0,Excellent,9.7,9.3,9.4,40.70528,-74.00751,162741303.0,2026-05-03T22:28:05.828Z,"The Wall Street Hotel New York City features free bikes, fitness center, a terrace and restaurant in New York. This 5-star hotel offers room service, a 24-hour front desk and free WiFi. Guests can have a drink at the bar. The hotel will provide guests with air-conditioned rooms with a desk, a safety deposit box, a flat-screen TV and a private bathroom with a shower. All guest rooms will provide guests with a fridge. A continental, American or vegetarian breakfast is served at the property. Popular points of interest near The Wall Street Hotel New York City include National September 11 Memorial & Museum, One World Trade Center and Brooklyn Bridge. LaGuardia Airport is 11 miles away. ",en,[]
"33 Hotel, New York City, Seaport",New York,US,Downtown - Wall Street,5.0,8.7,547.0,Very Good,9.1,9.3,9.3,40.7079,-74.001499,43498.0,2026-05-03T22:28:07.063Z,"This hotel is located in Manhattan next to the Wall Street Financial District and is a 13-minute walk to One World Trade Center. Each guest room at 33 Hotel, New York City, Seaport features cable TV with HBO and in-room movies. Also included are a large work desk. The Brooklyn Bridge-City Hall Subway Station is a 10-minute walk from 33 Hotel, New York City, Seaport. Guests can catch the Statue of Liberty Ferry at Battery Park or go shopping in SoHo which are both a 15-minute subway ride away. ",en,[]
Hotel Beacon,New York,US,Upper West Side,4.0,8.8,2028.0,Very Good,9.1,9.6,9.4,40.781161,-73.981436,40573.0,2026-05-03T22:28:08.959Z,"This hotel has rooms and suites with kitchenettes and living room seating areas. The Hotel Beacon is on Manhattan’s Upper West Side, 2641 feet from Central Park. Each room and suite offers free cable on flat-screen TVs, iPod docks and WiFi access. The kitchenettes have a microwave, refrigerator and coffeemaker. Suites at the hotel have a living room with a sofa bed. The quiet and comfortable lobby offers space for visiting or reading and relaxing. There’s a business center for guest use and the hotel offers laundry service and luggage storage. The Hotel Beacon is 1056 feet from the American Museum of Natural History, and Lincoln Center Plaza is 0.7 mi away. Adjacent to the Beacon Theater on Broadway, the hotel is 531 feet from a subway station. ",en,[]
Equinox Hotel Hudson Yards New York City,New York,US,Madison Square Garden - Convention Area,5.0,9.1,220.0,Excellent,,,,40.75456039,-74.00241123,88392703.0,2026-05-03T22:28:11.346Z,"Equinox Hotels was created for those who rest and play as hard as they work. For those who seek a place that matches the scale of their ambitions and a space to restore and regenerate. Located in Hudson Yards, New York’s newest neighborhood and home to more than 100 diverse shops and culinary experiences, public art and cultural institutions. Times Square is 1.2 mi from the hotel. At the hotel, every room features total soundproofing, blackout blinds, and integrated technology for personalization. Staff at the accommodations are always available to provide advice on what to do and what to see in New York City. Centrally located to all major airports, including Newark Int'l Airport, 16 mi away, New York La Guardia Airport, 9.8 mi away, and New York JFK Airport, 16 mi away. ",es,[]
The Fifth Avenue Hotel,New York,US,Chelsea Area,5.0,9.2,41.0,Excellent,9.3,9.0,9.5,40.74491,-73.98753,313641203.0,2026-05-03T22:28:15.084Z,"Located in New York and with Flatiron Building reachable within a 5-minute walk, The Fifth Avenue Hotel provides concierge services, non-smoking rooms, a fitness center, free WiFi throughout the property and a restaurant. This 5-star hotel offers a bar. The property has room service, a 24-hour front desk and currency exchange for guests. The hotel will provide guests with air-conditioned rooms offering a closet, a coffee machine, a fridge, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. All guest rooms in The Fifth Avenue Hotel are equipped with free toiletries and an iPad. An à la carte, continental or American breakfast is available at the property. Popular points of interest near the accommodation include Empire State Building, Macy's and Penn Station. LaGuardia Airport is 6.8 miles away. ",fr,[]
"Gild Hall, A Thompson Hotel by Hyatt",New York,US,Downtown - Wall Street,4.5,8.7,324.0,Very Good,9.1,9.1,9.0,40.707789,-74.006913,60760.0,2026-05-03T22:28:17.189Z,"Located on historic Gold Street in Manhattan’s Financial District, this hotel is 2 blocks from the Fulton Street Subway Station. It features on-site dining and access to Wi-Fi. A flat-screen TV and iPod docking station are included in each contemporary guest room at Gild Hall. The rooms offer high ceilings, custom-designed wooden furniture, and a stocked mini-bar. Concierge services and valet parking are available at the Thompson Gild Hall. Guests can work out in the 24-hour gym. Located discreetly on the second floor of Gild Hall, the upstairs wine lounge La Soffitta features wine-bottle lined walls, special cages filled with Italian wine, cocktail tables, and a communal table for large parties. The 2-level Tuscan-inspired Felice Ristorante and Wine Bar is open daily and serves Italian cuisine. The shops and entertainment at the South Street Seaport are within a 10-minute walk of the Thompson Gild Hall Hotel. Destination Fee: includes morning coffee/tea service 6 AM – 10 AM daily, wellness kit upon arrival, private access to in-hotel fitness studios, two bottles of water upon arrival, press-reader publication access, discounts to local attractions, use of in-house bicycles, and premium WiFi access. ",es,[]
"The Carlyle, A Rosewood Hotel",New York,US,Upper East Side,5.0,9.6,11.0,Excellent,5.0,10.0,7.5,40.774315,-73.963442,672602.0,2026-05-03T22:28:18.865Z,"Just 528 feet from Central Park, this historic Manhattan hotel is 2113 feet from the Metropolitan Museum of Art. It features the Carlyle Restaurant and a 24-hour gym. The classically decorated guest rooms at The Carlyle Rosewood Hotel include a flat-screen TV with DVD player and an iPod docking station. Guests can relax with a drink from the mini-bar or take advantage of the 24-hour room service. This Manhattan hotel hosts several art galleries and shopping stores. Massages are available at the Sense Spa. The hotel offers concierge and valet services. The elegant Carlyle Restaurant serves French-inspired cuisine for breakfast, lunch, and dinner. Since opening in 1955, Cafe Carlyle has featured musical performances by legendary entertainers. The Solomon R Guggenheim Museum is 0.8 mi from The Carlyle. Subway access is 1056 feet away. ",en,"[{""text"": ""Declared heritage and legacy vs arrogant incompetence"", ""overallRating"": 8, ""reviewDate"": ""2025-05-13 22:03:07"", ""reviewId"": ""hash-mryte8"", ""title"": null, ""language"": ""en"", ""categoryRatings"": null, ""reviewer"": {""name"": ""Askanaz"", ""location"": null, ""travelerType"": ""Business Traveler"", ""loyaltyTier"": null}, ""stayDate"": null, ""nightsStayed"": null, ""roomType"": null, ""pros"": ""Coolest midtown location in quiet and peaceful expensive area. Famous bar, cafe and restaurant inside, lot of services, good amenities, famous hotel name, mainly pleasant personnel."", ""cons"": ""Too much talk on heritage and legacy at same time mixed with arrogant incompetence in some areas. Not to mention all problems, but service is far from being impeccable versus money asked. Accomodation"", ""managementResponse"": null, ""truncated"": true}]"
Hotel Barrière Fouquet's New York,New York,US,SoHo - Tribeca,5.0,9.5,45.0,Excellent,,,,40.72362,-74.00975,125535805.0,2026-05-03T22:28:19.730Z,"Fouquet's New York features a fitness center, terrace, a restaurant and bar in New York. The property is located a 16-minute walk from National September 11 Memorial & Museum, 1.8 miles from The Highline Park and 2.2 miles from Flatiron Building. The hotel has a sauna, room service and free WiFi throughout the property. The hotel will provide guests with air-conditioned rooms with a desk, a coffee machine, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. The breakfast offers à la carte, continental or Full English/Irish options. Languages spoken at the 24-hour front desk include English, Spanish, French and Italian. Popular points of interest near Fouquet's New York include Bloomingdales, NYU – New York University and One World Trade Center. LaGuardia Airport is 10 miles away. ",fr,[]
The Wallace Hotel,New York,US,Upper West Side,5.0,9.4,1092.0,Excellent,9.7,9.4,9.5,40.78191,-73.98179,175694503.0,2026-05-03T22:28:21.696Z,"Located in New York and with Strawberry Fields reachable within a 11-minute walk, The Wallace Hotel has concierge services, non-smoking rooms, a fitness center, free WiFi and a bar. This 5-star hotel offers luggage storage space. Private parking can be arranged at an extra charge. Rooms are equipped with a flat-screen TV, and some accommodations at the hotel have a city view. Languages spoken at the 24-hour front desk include English and Spanish. Popular points of interest near The Wallace Hotel include Lincoln Center, Central Park and Metropolitan Museum of Art. LaGuardia Airport is 8.1 miles from the property. ",en,[]
The Manner in the Unbound Collection by Hyatt,New York,US,SoHo - Tribeca,5.0,9.4,31.0,Excellent,,,,40.72394,-74.00331,316214304.0,2026-05-03T22:28:24.220Z,"Featuring a bar, The Manner, The Unbound Collection by Hyatt offers rooms in New York, a 5-minute walk from Bloomingdales and 0.6 miles from NYU – New York University. With a restaurant, the 5-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property provides room service, a 24-hour front desk and luggage storage for guests. At the hotel, every room is equipped with a desk. Guest rooms will provide guests with a fridge. Guests at The Manner, The Unbound Collection by Hyatt can enjoy an American breakfast. National September 11 Memorial & Museum is one mile from the accommodation, while One World Trade Center is 1.1 miles away. ",en,[]
Crosby Street Hotel,New York,US,SoHo - Tribeca,5.0,9.4,239.0,Excellent,9.9,9.8,9.8,40.722859,-73.997818,11717303.0,2026-05-03T22:28:26.654Z,"Located on a cobbled street in the SoHo neighborhood, this contemporary design hotel features a beautiful inner courtyard and an on-site terrace restaurant. Free Wi-Fi is available throughout the hotel. The Crosby Street Hotel offers bright, modern rooms with high ceilings and full-length windows. Each is equipped with flat-screen cable TV, DVD player and iPod docking station. Guests of Crosby Street are welcome to work out in the 24-hour gym or relax in front of the fireplace in the plush drawing room. Films are shown in the hotel’s private theater each Sunday. The Crosby Bar and Terrace serves gourmet items including breakfast and brunch. An afternoon tea with pastries and sandwiches is offered daily. The Crosby Street Hotel is adjacent to the Museum of Modern Art Design and 1 block from the Spring Street subway station. ",en,[]
Mint House at 70 Pine,New York,US,Downtown - Wall Street,4.0,9.2,680.0,Excellent,9.4,9.2,9.5,40.70626147,-74.00772973,42876604.0,2026-05-03T22:28:27.849Z,"Mint House at 70 Pine by Kasa offers accommodations in a historic landmark building in New York, 2297 feet from Battery Park. Free WiFi access is offered. Every apartment at this hotel offers a fully equipped kitchen and a flat-screen cable TV. Every residence also comes with a private bathroom with toiletries. There is a 24-hour front desk and fitness center at Mint House at 70 Pine by Kasa. The New York Stock Exchange is 1476 feet from the hotel, while the World Trade Center Memorial is 1640 feet away. LaGuardia Airport is 8.7 mi from the property. ",en,[]
The Sherry Netherland,New York,US,Central Park South,4.5,9.2,196.0,Excellent,9.1,9.7,9.4,40.764487,-73.97286,41061.0,2026-05-03T22:28:29.637Z,"Centrally located in Midtown Manhattan on Fifth Avenue, this hotel is across from the Grand Army Plaza and Central Park's main entrance. It features on-site dining and free Wi-Fi. A flat-screen TV and iPod docking station are included in each room at The Sherry Netherland. The rooms boast high ceilings and marble bathrooms. Belgian chocolates and a bouquet of flowers are provided upon arrival. All rooms offer complimentary soft drinks and water, as well as Keurig coffee machines. A gym with floor-to-ceiling mirrors is part of this Manhattan hotel. Concierge and ticket services are available. Rockefeller Center is a 10-minute walk from The Sherry-Netherland. The Museum of Modern Art is also just 10 minutes from the hotel on foot. ",en,"[{""text"": ""This guest was extremely satisfied with their stay at the property. They rated it as exceptional."", ""overallRating"": 9, ""reviewDate"": ""2025-02-18 06:21:25"", ""reviewId"": ""hash-mnsh9h"", ""title"": null, ""language"": ""en"", ""categoryRatings"": null, ""reviewer"": {""name"": ""Laurent"", ""location"": null, ""travelerType"": ""Business Traveler"", ""loyaltyTier"": null}, ""stayDate"": null, ""nightsStayed"": null, ""roomType"": null, ""pros"": null, ""cons"": null, ""managementResponse"": null}, {""text"": ""This guest had nothing but positive things to say about the property and rated it as perfect."", ""overallRating"": 10, ""reviewDate"": ""2024-12-31 10:16:05"", ""reviewId"": ""hash-5kfaod"", ""title"": null, ""language"": ""en"", ""categoryRatings"": null, ""reviewer"": {""name"": ""Lewis"", ""location"": null, ""travelerType"": ""Family with Young Children"", ""loyaltyTier"": null}, ""stayDate"": null, ""nightsStayed"": null, ""roomType"": null, ""pros"": ""Amazing location, right on the door step of central park. Beautiful old style with charm."", ""cons"": null, ""managementResponse"": null}]"
Broadway Plaza Hotel,New York,US,Chelsea Area,4.0,9.1,760.0,Excellent,,,,40.744621,-73.988869,870903.0,2026-05-03T22:28:32.309Z,"Featuring modern art reproductions throughout the property, Broadway Plaza Hotel is located in the NoMad neighborhood in New York, 1312 feet from the Flatiron Building. Guests can enjoy proximity to Madison Square Park. Every room includes a flat-screen TV with pay-per-view channels. Each room comes with a private bathroom and hairdryer. There is a 24-hour front desk at the property. Broadway Plaza Hotel is 2113 feet away from The Empire State Building and Macy's. John F. Kennedy International Airport is 14 mi away from Broadway Plaza Hotel. We store luggage before check in and on the day of departure only. We cannot store overnight. Each guest is able to store up to two bags on a complimentary basis. Any additional will cost $5.00 per bag. ",en,[]
