hotel_name;external_city;external_country;external_lat;external_lon;geocoded_lat;geocoded_lon;geocoder;matched_name;matched_type;distance_km;status
Ardrinane House;Dingle;Ireland;52.1508314;-10.0564602;52.1508314;-10.0564602;photon;Ardrinane House, Kenmare Municipal District, Éire / Ireland;guest_house/N/1591181452;0.0;OK
Hotel Elite;Karlsruhe;Germany;48.9964813;8.3915125;48.9964748;8.3915152;photon;Hotel Elite, Karlsruhe, Deutschland;hotel/W/539831639;0.0;OK
Hostal La Provinciana;La Coruna;Spain;43.3691296;-8.4027541;43.3691296;-8.4027541;photon;Hostal Provinciana, A Coruña, España;guest_house/N/4174151595;0.0;OK
Castle Hotel;Gjirokaster;Albania;40.0718145;20.1368398;40.0718145;20.1368398;photon;Castle Hotel, Gjirokastër, Shqipëria;hotel/N/10035622464;0.0;OK
Masseria Incantalupi;Brindisi;Italy;40.6258794;17.7748008;40.625945;17.7758631;photon;Masseria Incantalupi, Brindisi, Italia;guest_house/W/1321484070;0.09;OK
Hotel Astoria;Garda;Italy;45.8928551;10.8467597;45.892801;10.8467125;photon;Hotel Astoria, Riva del Garda, Italia;hotel/W/60352989;0.01;OK
National Hotel;Klaipeda;Lithuania;55.7085682;21.1314658;55.7085885;21.1314658;photon;National Hotel, Klaipėda, Lietuva;hotel/W/356501391;0.0;OK
Beachcomber;Swansea;United Kingdom (UK);51.6130041;-3.9572024;51.6129866;-3.9571943;photon;Beachcomber, Swansea, United Kingdom;guest_house/W/634920601;0.0;OK
Royal Hotel;Novokuznetsk;Russia;53.7644807;87.1379076;53.7644807;87.1379076;photon;Royal Hotel, Новокузнецк, Россия;hotel/N/13723814701;0.0;OK
Hotel Diana;Pecs;Hungary;46.0739047;18.2313444;46.0739047;18.2313444;photon;Diana Hotel, Pécs, Magyarország;hotel/N/2846923974;0.0;OK
The George Hotel;Penrith;United Kingdom (UK);54.6644032;-2.7524849;54.6644032;-2.7524849;photon;The George Hotel, Penrith, United Kingdom;hotel/N/6564373292;0.0;OK
Albany House;Penrith;United Kingdom (UK);54.6671644;-2.7545721;54.6671644;-2.7545721;photon;Albany House, Penrith, United Kingdom;guest_house/N/1356499031;0.0;OK
Hotel Carmen;Mijas;Spain;36.5053805;-4.6772371;36.505398;-4.6772443;photon;Hotel Carmen, Mijas, España;hotel/W/428179108;0.0;OK
Hotel Jardim;Aveiro;Portugal;40.6365411;-8.6464898;40.636547;-8.6464938;photon;Hotel Jardim, Aveiro, Portugal;hotel/W/847788007;0.0;OK
County Hotel;Carlisle;United Kingdom (UK);54.891621;-2.9321424;54.891621;-2.9321424;photon;County Hotel, Carlisle, United Kingdom;hotel/N/3469729879;0.0;OK
Rose Cottage;Bridport;United Kingdom (UK);50.7031841;-2.7275315;50.7113864;-2.760402;photon;Harbour Cottage, Bridport, United Kingdom;yes;2.49;OK
Stirling Court Hotel;Stirling;United Kingdom (UK);56.1432737;-3.9221047;56.1432686;-3.922672;photon;Stirling Court Hotel, Stirling, United Kingdom;hotel/R/13477587;0.04;OK
Hotel les Orangers;Hyeres;France;43.1199924;6.1222712;43.1199924;6.1222712;photon;Hôtel Les Orangers, Hyères, France;hotel/N/6015883199;0.0;OK
Hotel Sonne;Fussen;Germany;47.5695219;10.6999681;47.5695219;10.6999681;photon;Hotel Sonne, Füssen, Deutschland;hotel/N/10948473154;0.0;OK
Central City Hotel;Fussen;Germany;47.570044;10.6990684;47.570044;10.6990684;photon;Central City Hotel, Füssen, Deutschland;hotel/N/4171715889;0.0;OK
Hotel NeuHaus;Dortmund;Germany;51.5124914;7.4731493;51.5124914;7.4731493;photon;Hotel Neuhaus, Dortmund, Deutschland;hotel/N/685507254;0.0;OK
Hotel de la Poste;Cortina d'Ampezzo;Italy;46.5380951;12.1357961;46.5383181;12.1351282;photon;Hotel de la Poste, Cortina d'Ampezzo, Italia;hotel/N/5058358107;0.06;OK
City Hotel;Bydgoszcz;Poland;53.1245461;18.0096285;53.1245427;18.0093486;photon;City Hotel, Bydgoszcz, Polska;hotel/R/6477591;0.02;OK
Park Hotel;Bydgoszcz;Poland;53.1266242;17.9796089;53.1266242;17.9796089;photon;Park Hotel, Bydgoszcz, Polska;hotel/N/546563255;0.0;OK
Hotel Wodnik;Bydgoszcz;Poland;53.1321027;17.9472538;53.1321027;17.9472538;photon;Hotel Wodnik, Bydgoszcz, Polska;hotel/N/5121238955;0.0;OK
Hotel Excelsior;La Maddalena;Italy;41.2123712;9.4066976;41.2123234;9.4066059;photon;Hotel Excelsior, Madalena/La Maddalena, Italia;hotel/W/277778982;0.01;OK
Grand Hotel;Dombay;Russia;43.2915112;41.6277435;43.2915112;41.6277435;photon;Grand hotel, Домбай, Россия;hotel/N/813822965;0.0;OK
Onhann Hotel;Balikesir;Turkey;39.6567881;27.9061764;39.6567845;27.9060918;photon;Onhann Hotel, Balıkesir, Türkiye;hotel/W/538949072;0.01;OK
Pensiunea Ana Maria;Baile Felix;Romania;46.9886695;21.9806376;46.9886695;21.9806376;photon;Pensiunea Ana Maria, Băile Felix, România;guest_house/N/2572815901;0.0;OK
Hotel Vital;Baile Felix;Romania;46.9881666;21.9776868;46.9881666;21.9776868;photon;Hotel Vital, Sânmartin, România;hotel/N/10691382805;0.0;OK
Hotel Ansgar;Esbjerg;Denmark;55.4667731;8.4508183;55.4667406;8.4511297;photon;Hotel Ansgar, Esbjerg, Danmark;hotel/R/19211897;0.02;OK
The Townhouse;Tenby;United Kingdom (UK);51.6692165;-4.7022032;51.6692165;-4.7022032;photon;The Townhouse, Tenby, United Kingdom;guest_house/N/12198615526;0.0;OK
Panorama Hotel;Tenby;United Kingdom (UK);51.6694291;-4.6997584;51.6694291;-4.6997584;photon;The Panorama Hotel, Tenby, United Kingdom;hotel/N/8444256727;0.0;OK
Atlantic Hotel;Tenby;United Kingdom (UK);51.6690263;-4.7005471;51.6690263;-4.7005471;photon;Atlantic Hotel, Tenby, United Kingdom;hotel/N/3804670557;0.0;OK
Hotel Central;Gerlos;Austria;47.2262429;12.0383269;47.2262137;12.0383268;photon;Hotel Central, Gerlos, Österreich;hotel/W/93310021;0.0;OK
Hotel Victoria;Gerlos;Austria;47.22523;12.0342411;47.2252194;12.0342421;photon;Hotel Victoria, Gerlos, Österreich;hotel/W/228520976;0.0;OK
Hotel Eden;Primiero San Martino di Castrozza;Italy;46.1752764;11.8327842;46.1752764;11.8327841;photon;Hotel Eden, Primiero San Martino di Castrozza, Italia;hotel/W/394685155;0.0;OK
Hotel Astoria;Primiero San Martino di Castrozza;Italy;46.1752914;11.8300584;46.1752914;11.8300584;photon;Hotel Astoria, Primiero San Martino di Castrozza, Italia;hotel/N/2394661719;0.0;OK
Hotel Maria Luisa;Burgos;Spain;42.346939;-3.6971771;42.346939;-3.6971771;photon;Hotel Maria Luisa, Burgos, España;hotel/N/1001453586;0.0;OK
Hotel Cordon;Burgos;Spain;42.3418342;-3.6986726;42.3418342;-3.6986726;photon;Hotel Cordón, Burgos, España;hotel/N/646660709;0.0;OK
Hotel Hirschen;Grindelwald;Switzerland;46.6234543;8.0383862;46.6234346;8.0383846;photon;Hotel Hirschen, Grindelwald, Schweiz/Suisse/Svizzera/Svizra;hotel/W/279367090;0.0;OK
Hotel Post;Brunico;Italy;46.796325;11.9366176;46.796325;11.9366176;photon;Hotel Post, Bruneck - Brunico, Italia;hotel/N/1251625291;0.0;OK
Upstalsboom Hotelresidenz & SPA Kuhlungsborn;Ostseebad Kuhlungsborn;Germany;54.1524947;11.7473581;54.152488;11.7474587;photon;Upstalsboom Hotelresidenz & SPA Kühlungsborn, Kühlungsborn, Deutschland;defibrillator/W/115711199;0.01;OK
Hotel Adler;Ceske Budejovice;Czech Republic;48.9881252;14.4702434;48.9881248;14.4702437;photon;Hotel Adler, České Budějovice, Česko;hotel/W/80599140;0.0;OK
Hotel Astoria;Alba Iulia;Romania;46.1224935;23.6221787;46.1224935;23.6221787;photon;Hotel Astoria, Sântimbru, România;restaurant/N/3229312982;0.0;OK
Hotel La Perla;Roseto Degli Abruzzi;Italy;42.6850582;14.0100644;42.6850583;14.0100645;photon;Hotel La perla, Roseto degli Abruzzi, Italia;hotel/W/93989809;0.0;OK
Hotel Astoria;Fermo;Italy;43.1598889;13.7175628;43.1598705;13.7174689;photon;Hotel Astoria, Fermo, Italia;hotel/W/720176546;0.01;OK
Hotel Regina;Fatima;Portugal;39.6282278;-8.6745016;39.628254;-8.6745528;photon;Hotel Regina, Ourém, Portugal;hotel/W/493140604;0.01;OK
Hotel Fatima;Fatima;Portugal;39.6309571;-8.6760622;39.7479416;-8.8208451;photon;B&B Hotel Leiria Fatima, Leiria, Portugal;hotel/W/1395102123;17.96;OK
Villa Panorama;Lemnos;Greece;39.8671231;25.2784604;39.8671394;25.278504;photon;Villa Panorama, Δημοτική Ενότητα Μούδρου, Ελλάς;chalet/W/260760858;0.0;OK
Metropol;Cheboksary;Russia;56.1284285;47.2132373;56.1284582;47.2133107;photon;Metropol, Чебоксары, Россия;restaurant/N/5247105979;0.01;OK
Carlton Hotel;Ilfracombe;United Kingdom (UK);51.2095234;-4.1263635;51.2095209;-4.1263917;photon;The Carlton Hotel, North Devon, United Kingdom;hotel/W/374975614;0.0;OK
Hotel Italia;Corvara in Badia;Italy;46.5514921;11.8738413;46.5551201;11.8704785;photon;Hotel Miramonti Corvara, Corvara - Corvara in Badia, Italia;hotel/N/11568878969;0.48;OK
Hotel Astoria;Salsomaggiore Terme;Italy;44.8070712;10.0182243;44.8070668;10.0183297;photon;Hotel Astoria, Bagni di Tabiano, Italia;hotel/W/182264407;0.01;OK
Hotel Elite;Salsomaggiore Terme;Italy;44.8173475;9.9783289;44.8173475;9.9783289;photon;Hotel Elite, Salsomaggiore Terme, Italia;hotel/W/182294017;0.0;OK
Saint John Hotel;Selcuk;Turkey;37.9540639;27.3700798;37.9540639;27.3700798;photon;Saint John Hotel, Selçuk, Türkiye;hotel/N/3063551033;0.0;OK
Hotel Victoria;Carovigno;Italy;40.7548941;17.707055;40.7548941;17.707055;photon;Hotel Victoria, Carovigno, Italia;hotel/N/1763186016;0.0;OK
Hotel Elena;Stresa;Italy;45.8833705;8.5404515;45.8833705;8.5404515;photon;Hotel Elena, Stresa, Italia;hotel/N/2178973789;0.0;OK
Hotel du Parc;Stresa;Italy;45.8814794;8.538519;45.8814794;8.538519;photon;Hotel Du Parc, Stresa, Italia;hotel/N/1317391747;0.0;OK
Lido Hotel;Varazze;Italy;44.3580408;8.5715506;44.3580523;8.5715417;photon;Hotel Lido, Varazze, Italia;hotel/W/203202119;0.0;OK
Hotel Riviera;Varazze;Italy;44.3610513;8.5764318;44.3611915;8.5762235;photon;Hotel Riviera, Varazze, Italia;fire_service_inlet/N/4800505614;0.02;OK
Garden Hotel;Rennes;France;48.1088874;-1.6733929;48.1088874;-1.6733929;photon;Hôtel Garden, Rennes, France;hotel/N/5484975624;0.0;OK
Hotel Du Palais;Dijon;France;47.3194716;5.042377;47.3194716;5.042377;photon;Hôtel du Palais, Dijon, France;hotel/N/6153979085;0.0;OK
Hotel Mediterraneo;Estepona;Spain;36.4262665;-5.1422262;36.4262665;-5.1422262;photon;Hotel Mediterràneo, Estepona, España;hotel/N/10712226378;0.0;OK
Hotel Puerta Gamboa;Vigo;Spain;42.2390103;-8.7250502;42.2390103;-8.7250502;photon;Hotel Puerta Gamboa, Vigo, España;hotel/N/13671593019;0.0;OK
Hotel Europa;Livorno;Italy;43.5522515;10.3111691;43.5522515;10.3111691;photon;Hotel Europa, Livorno, Italia;hotel/N/1894706936;0.0;OK
Hotel Universal;Livorno;Italy;43.5076418;10.3193033;43.5076418;10.3193033;photon;Hotel Universal, Livorno, Italia;hotel/W/75041626;0.0;OK
Hotel Santa Lucia;Termoli;Italy;42.0039484;14.9956777;42.0039484;14.9956777;photon;Hotel Santa Lucia, Termoli, Italia;hotel/N/701173230;0.0;OK
Hotel Post;Westendorf;Austria;47.4325298;12.215011;47.4325336;12.2150065;photon;Hotel Post, Westendorf, Österreich;hotel/W/148999820;0.0;OK
Villa Daniela;Brodarica;Croatia;43.6797023;15.9170474;43.6797023;15.9170474;photon;"villa ""Daniela"", Šibenik, Hrvatska";guest_house/N/2512750491;0.0;OK
Abbey House Hotel;Reading;United Kingdom (UK);51.4526161;-0.9952581;51.4525973;-0.9952608;photon;Abbey House Hotel, Reading, United Kingdom;hotel/W/98977890;0.0;OK
Hotel Europa;Reggio Emilia;Italy;44.6940332;10.6415305;44.6940332;10.6415305;photon;Hotel Europa, Reggio Emilia, Italia;hotel/N/1227916855;0.0;OK
Hotel Lido;Miskolc;Hungary;48.0648387;20.7462163;48.0648387;20.7462163;photon;Hotel Lido, Miskolc, Magyarország;hotel/N/3437148783;0.0;OK
Alfa Hotel;Miskolc;Hungary;48.0605012;20.7532881;48.0605012;20.7532881;photon;Alfa Hotel, Miskolc, Magyarország;hotel/N/4408256863;0.0;OK
The Lodge;Kenmare;Ireland;51.8813204;-9.5761135;51.8813204;-9.5761135;photon;The Lodge, Kenmare, Éire / Ireland;guest_house/N/5508459760;0.0;OK
Apollon Hotel;Tolon;Greece;37.5226237;22.8605953;37.6344363;22.7301877;photon;Apollon Hotel, Άργος, Ελλάς;hotel/W/802141603;16.93;OK
City Hotel;Derry;United Kingdom (UK);54.9993136;-7.3204123;54.999347;-7.3204486;photon;City Hotel, Derry, United Kingdom;hotel/W/81292105;0.0;OK
Hotel Atlantico;Lugano;Switzerland;46.0068667;8.9673073;46.0068667;8.9673072;photon;Hotel Atlantico, Lugano, Schweiz/Suisse/Svizzera/Svizra;hotel/W/327631732;0.0;OK
Hotel Dania;Fehmarn;Germany;54.4971498;11.2200769;54.4971491;11.2200761;photon;Hotel Dania, Fehmarn, Deutschland;hotel/W/123460124;0.0;OK
Indian House;Zelenogradsk;Russia;54.9560272;20.4673858;54.9560272;20.4673858;photon;Зеленоградск, Россия;guest_house/N/8401956917;0.0;OK
Hostal Los Pinos;Barbate;Spain;36.2007057;-6.0353685;36.2007057;-6.0353685;photon;Hostal los Pinos, Barbate, España;hotel/N/9118069482;0.0;OK
Hotel Central;Torrevieja;Spain;37.9772136;-0.6794247;37.9772042;-0.67942;photon;Hotel Central, Torrevieja, España;hotel/W/693875978;0.0;OK
Paradise;Kobleve;Ukraine;46.6278258;31.2013504;46.6612599;31.2085145;photon;Коблеве, Україна;village/R/8759575;3.76;OK
Apollo Hotel;Vasiliki;Greece;35.1881428;25.7151311;35.1881428;25.7151311;photon;Apollon Hotel, Δημοτική Ενότητα Αγίου Νικολάου, Ελλάς;hotel;0.0;OK
Golden Lion;Signagi;Georgia;41.6195431;45.921855;41.6195431;45.921855;photon;Golden Lion, სიღნაღი, საქართველო;guest_house/N/9040257017;0.0;OK
Hotel Terminal;Castrignano del Capo;Italy;39.7969548;18.3568574;39.7969582;18.3568528;photon;Hotel Terminal, Castrignano del Capo, Italia;hotel/W/320945402;0.0;OK
Hotel Igea;Brescia;Italy;45.5336406;10.2123557;45.5336406;10.2123557;photon;Hotel Igea, Brescia, Italia;hotel/N/10973319585;0.0;OK
Hotel Zur Post;Bernkastel-Kues;Germany;49.9127724;7.0112416;49.9128006;7.0112469;photon;Hotel zur Post, Mülheim an der Mosel, Deutschland;hotel/W/469387429;0.0;OK
Hotel Diana;Tossa de Mar;Spain;41.7188385;2.932496;41.7188385;2.932496;photon;Hotel Diana, Tossa de Mar, España;hotel/N/3605931334;0.0;OK
Hotel Windsor;Tossa de Mar;Spain;41.7200653;2.9309974;41.7200663;2.930994;photon;Hotel Windsor, Tossa de Mar, España;hotel/W/173988388;0.0;OK
Hotel Continental;Tossa de Mar;Spain;41.7220777;2.9278283;41.7220777;2.9278283;photon;Hotel Continental, Tossa de Mar, España;hotel/N/944706385;0.0;OK
Hotel Florida;Tossa de Mar;Spain;41.7212521;2.9327258;41.7212521;2.9327258;photon;Hotel Florida, Tossa de Mar, España;hotel/N/1882916836;0.0;OK
Hotel Akureyri;Akureyri;Iceland;65.6911063;-18.1067857;65.6790144;-18.1004901;photon;Berjaya Akureyri Hotel, Akureyri, Ísland;hotel/N/13410849064;1.38;OK
The Corner House Hotel;Taunton;United Kingdom (UK);51.0134405;-3.110721;51.0134427;-3.1107364;photon;Corner House Hotel, Taunton, United Kingdom;hotel/W/145665544;0.0;OK
Hotel Atlas;Alba Adriatica;Italy;42.8187342;13.936721;42.8187342;13.936721;photon;Hotel Atlas, Alba Adriatica, Italia;hotel/N/12091615457;0.0;OK
Hotel Lido;Alba Adriatica;Italy;42.6848015;14.0108695;42.8250131;13.9346404;photon;Hotel Lido, Alba Adriatica, Italia;hotel/W/204938702;16.79;OK
Hotel Eden;Alba Adriatica;Italy;42.9704743;13.877838;42.8176959;13.9368761;photon;Hotel Eden, Alba Adriatica, Italia;hotel/N/5806076754;17.66;OK
Hotel Eva;Alba Adriatica;Italy;42.8225632;13.9317592;42.8225632;13.9317592;photon;Hotel Eva, Alba Adriatica, Italia;hotel/N/12091940742;0.0;OK
Hotel La Pergola;Alba Adriatica;Italy;42.8248585;13.9333652;42.8248585;13.9333652;photon;Hotel La Pergola, Alba Adriatica, Italia;hotel/N/3563476593;0.0;OK
Hotel President;Alba Adriatica;Italy;42.9148109;13.902045;42.8313308;13.9327933;photon;Hotel President, Alba Adriatica, Italia;hotel/W/788127520;9.61;OK
Napoleon Hotel;Gabicce Mare;Italy;43.9169707;12.9129734;43.9654078;12.7634687;photon;Hotel Adler, Gabicce Mare, Italia;hotel/N/2514049911;13.13;OK
Hotel Alexander;Gabicce Mare;Italy;43.9688792;12.7242904;43.9661953;12.7602123;photon;Hotel Gloria, Gabicce Mare, Italia;hotel/N/5826971337;2.89;OK
Hotel Lido;Gabicce Mare;Italy;43.9675185;12.754672;43.9674906;12.7546381;photon;Hotel Lido, Gabicce Mare, Italia;cafe/N/12053999015;0.0;OK
Hotel Plaza;Gabicce Mare;Italy;43.9690424;12.726726;43.9661953;12.7602123;photon;Hotel Gloria, Gabicce Mare, Italia;hotel/N/5826971337;2.7;OK
Hotel Suisse;Marina di Pietrasanta;Italy;43.9211319;10.2057946;43.9211319;10.2057946;photon;Hotel Suisse, Marina di Pietrasanta, Italia;hotel/N/3701070605;0.0;OK
Savoy Hotel;Marina di Pietrasanta;Italy;43.9123888;10.2119357;43.9123888;10.2119357;photon;Savoy Hotel, Marina di Pietrasanta, Italia;hotel/N/4461727937;0.0;OK
Hotel Alte Post;Grossarl;Austria;47.2374221;13.2010706;47.237332;13.2015502;photon;Hotel Alte Post, Großarl, Österreich;restaurant/N/1140978355;0.04;OK
Johanneshof;Grossarl;Austria;47.2482138;13.1949559;47.2374042;13.2013974;photon;Großarl, Österreich;village/R/919120;1.3;OK
Alsos House;Kalambaka;Greece;39.710267;21.6300309;39.710267;21.6300309;photon;Καλαμπάκα, Ελλάς;hotel/N/11816546169;0.0;OK
The County Hotel;Hexham;United Kingdom (UK);54.8655764;-1.9347907;54.9700363;-2.0976927;photon;County Hotel, Hexham, United Kingdom;hotel/W/515085383;15.6;OK
Das Kleine Hotel;Weimar;Germany;50.978531;11.3149256;50.9785312;11.3148716;photon;Das kleine Hotel, Weimar, Deutschland;hotel/W/198159456;0.0;OK
Hotel Astoria;Courmayeur;Italy;45.8183338;6.9640676;45.8183338;6.9640676;photon;Hotel Astoria, Courmayeur, Italia;hotel/N/6565047378;0.0;OK
Hotel Cruzeiro;Terceira;Portugal;38.6567902;-27.2160171;38.6568124;-27.2159435;photon;Hotel Cruzeiro, Angra do Heroismo, Portugal;restaurant/W/621316472;0.01;OK
Hotel Dania;Silkeborg;Denmark;56.1696017;9.5494244;56.1696017;9.5494244;photon;Hotel Dania, Silkeborg, Danmark;hotel/N/3329539853;0.0;OK
Hotel Eden;Toscolano-Maderno;Italy;45.4926263;10.6069018;45.6311113;10.5887463;photon;Maderno hotel Rock, Toscolano Maderno, Italia;bus_stop/N/8953454568;15.46;OK
Divan Adana;Adana;Turkey;36.9918935;35.3240092;36.9918935;35.3240092;photon;Divan, Adana, Türkiye;hotel/N/5825242454;0.0;OK
Capricho;Cala Ratjada;Spain;39.7136097;3.4614307;39.7136172;3.4616571;photon;Capricho, Cala Ratjada, España;hotel/W/279088946;0.02;OK
Hotel City;Montesilvano;Italy;42.5168747;14.1608145;42.5168747;14.1608145;photon;City, Montesilvano, Italia;hotel/N/355612788;0.0;OK
Kurhotel Alexa;Bad Worishofen;Germany;48.0022758;10.5874851;48.0022758;10.5874851;photon;Kurhotel Alexa, Bad Wörishofen, Deutschland;hotel/N/8906966730;0.0;OK
Hotel Zur Post;Alpbach;Austria;47.3992442;11.9423922;47.3992486;11.9423891;photon;Hotel zur Post, Alpbach, Österreich;hotel/W/85069603;0.0;OK
Hotel Sonne;Rothenburg;Germany;49.3770956;10.1803126;49.3770742;10.1803207;photon;Hotel Sonne, Rothenburg ob der Tauber, Deutschland;hotel/W/201417302;0.0;OK
Albergo Italia;Urbino;Italy;43.7254161;12.6360782;43.7254161;12.6360782;photon;Albergo Italia, Urbino, Italia;hotel/N/9860931070;0.0;OK
Hotel Victoria;Stavanger;Norway;58.973136;5.7303845;58.973139;5.7303837;photon;Victoria Hotel, Stavanger, Norge;hotel/W/32141897;0.0;OK
Centrum Hotel;Debrecen;Hungary;47.5325504;21.6252423;47.5325504;21.6252423;photon;Hotel Centrum, Debrecen, Magyarország;hotel/N/2603639143;0.0;OK
Katerina Hotel;Agios Prokopios;Greece;39.5336887;19.9184984;37.0748;25.3517;photon-approx;Agios Prokopios (centro) - sem POI exacto no OSM;approx (no exact POI);83.99;APPROX
Hotel Lido;Ledro;Italy;45.808256;10.7924747;45.8855536;10.7358267;photon;Hotel Lido, Ledro, Italia;hotel/W/84525622;9.65;OK
Rosengarten;Dobbiaco;Italy;46.7306299;12.2299367;46.7306299;12.2299367;photon;Rosengarten, Toblach - Dobbiaco, Italia;hotel/N/7166189265;0.0;OK
Apollon Hotel;Paleokastritsa;Greece;39.6726143;19.7029272;39.6726143;19.7029272;photon;Hotel Apollon, Παλαιοκαστρίτσα, Ελλάς;hotel/N/11782686569;0.0;OK
Hotel Italia;Lerici;Italy;44.0745544;9.9180282;44.0720277;9.9119902;photon;Europa Grand Hotel - Lerici, Lerici, Italia;hotel/W/205904988;0.56;OK
Villa Luisa;Timmendorfer Strand;Germany;53.9920892;10.793935;53.9920905;10.7939146;photon;Villa Luisa, Timmendorfer Strand, Deutschland;guest_house/W/251056006;0.0;OK
Park-Hotel;Timmendorfer Strand;Germany;54.0007003;10.7780915;54.0007115;10.7780789;photon;Park-Hotel, Timmendorfer Strand, Deutschland;hotel/W/239431888;0.0;OK
Hotel Post;Lermoos;Austria;47.3981041;10.8877341;47.3981041;10.8877341;photon;Hotel Post, Lermoos, Österreich;hotel/N/10015456922;0.0;OK
Hotel Regina;Obergurgl;Austria;46.9610616;11.008701;46.8707545;11.0286197;photon;Hotel Regina, Sölden, Österreich;yes/W/92019168;10.16;OK
Columbus;Rowy;Poland;54.6603971;17.0410429;54.6603972;17.041043;photon;Columbus, Rowy, Polska;hotel/W/172279768;0.0;OK
The Limes;Telford;United Kingdom (UK);52.7034833;-2.5219962;52.703498;-2.5219998;photon;The Limes, Telford, United Kingdom;guest_house/W/1222269574;0.0;OK
Hotel Metropol;Diano Marina;Italy;43.901882;8.0737877;43.901882;8.0737877;photon;Hotel Metropol, Diano Marina, Italia;hotel/N/8445113414;0.0;OK
Hotel Splendid;Diano Marina;Italy;43.9175652;8.0917205;43.9175652;8.0917205;photon;Hotel Splendid, Diano Marina, Italia;hotel/N/301526342;0.0;OK
Hotel Capri;Diano Marina;Italy;43.9138133;8.0870948;43.9138133;8.0870948;photon;Hotel Capri, Diano Marina, Italia;hotel/N/8449408611;0.0;OK
Hotel Am Dom;Bamberg;Germany;49.8912176;10.8842865;49.8912176;10.8842865;photon;Hotel Am Dom, Bamberg, Deutschland;hotel/N/1383026677;0.0;OK
Palms Hotel;Mauritius;Mauritius;-20.2645689;57.4804538;-20.2645684;57.4804538;photon;Palms Hotel, Quatre Bornes, Mauritius;hotel/W/510530201;0.0;OK
Ambassador Hotel;Addis Ababa;Ethiopia;8.9918957;38.7884052;9.0183573;38.7541796;photon;Ambassador to Arat Kilo (Tourist Hotel), አዲስ አበባ / Addis Ababa, ኢትዮጵያ;taxi/N/847244493;4.77;OK
Royal Hotel;Durban;South Africa;-29.8595071;31.0258936;-29.8595625;31.025988;photon;Royal Hotel, Durban, South Africa;hotel/W/580484220;0.01;OK
Rainbow Hotel;Dar es Salaam;Tanzania;-6.8192664;39.2858307;-6.8193027;39.28593;photon;Rainbow Hotel, Dar es Salaam, Tanzania;yes/W/635184348;0.01;OK
The Nest;Kigali;Rwanda;-1.9534437;30.0823989;-1.9600387;30.0850585;photon;The Shop - Kigali, Kigali, Rwanda;retail/W/376230556;0.79;OK
Le Meridien Cairo Airport;Cairo;Egypt;30.1137185;31.3953464;30.1137185;31.3953464;photon;Le Méridien Cairo Airport, Cairo, مصر;hotel/N/3887776725;0.0;OK
Sofitel Abidjan Hotel Ivoire;Abidjan;Ivory Coast;5.326457;-4.0047983;5.3264778;-4.0043241;photon;Sofitel Abidjan Hôtel Ivoire, Cocody, Côte d’Ivoire;hotel/W/429058299;0.05;OK
Townhouse Hotel;Cape Town Central;South Africa;-33.9261389;18.4218885;-33.9261389;18.4218885;photon;Townhouse Hotel, Cape Town, South Africa;hotel/N/60071907;0.0;OK
Waterfront Lodge;Knysna;South Africa;-34.0391967;23.0153526;-34.0391967;23.0153526;photon;Waterfront Lodge, Knysna, South Africa;guest_house/N/6242602209;0.0;OK
Hotel Timoulay & Spa Agadir;Agadir;Morocco;30.3967183;-9.5939441;30.3967183;-9.5939441;photon;Hotel Timoulay, Agadir ⴰⴳⴰⴷⵉⵔ أكادير, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/N/1834292587;0.0;OK
Mai Guest House;Bloemfontein;South Africa;-29.146743;26.2026373;-29.146743;26.2026373;photon;Mariki Guest House, Bloemfontein, South Africa;guest_house/N/10801020507;0.0;OK
Palm Lodge;Bloemfontein;South Africa;-29.1070333;26.19602;-29.1070333;26.19602;photon;Palm Lodge, Bloemfontein, South Africa;hotel/N/6093252272;0.0;OK
City Lodge;Lusaka;Zambia;-15.4174856;28.3037285;-15.4174856;28.3037285;photon;City Lodge, Lusaka, Zambia;hotel/N/5639103722;0.0;OK
Bird Nest Backpackers;Lusaka;Zambia;-15.435658;28.3393698;-15.4356587;28.3393713;photon;Birdnest Backpackers, Woodlands, Zambia;hostel/W/495005751;0.0;OK
Grand Rotana Resort & Spa;Sharm El Sheikh;Egypt;27.9387379;34.3826088;27.9387233;34.3820142;photon;Grand Rotana Resort & Spa, شرم الشيخ, مصر;hotel/R/12162821;0.06;OK
Ibis Douala;Douala;Cameroon;4.0392409;9.6875931;4.0392329;9.6875927;photon;Ibis, Douala I, Cameroun;hotel/W/299539844;0.0;OK
Fleur de Sel;Mahe Island;Seychelles;-4.7462092;55.5157583;-4.7462393;55.5157404;photon;Fleur de Sel, Sesel;chalet;0.0;OK
Travelodge;Gaborone;Botswana;-24.630396;25.9019745;-24.6303805;25.902233;photon;Travelodge, Gaborone, Botswana;hotel/W/429282236;0.03;OK
Concorde Hotel;Owerri;Nigeria;5.4725864;7.0198747;5.4725116;7.0198725;photon;Concorde Hotel, Owerri, Nigeria;hotel/W/626304183;0.01;OK
Hotel Casablanca;Casablanca;Morocco;33.5850402;-7.6107526;33.5879443;-7.6277706;photon;Radisson Hotel Casablanca Gauthier La Citadelle, Casablanca, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/N/13607593158;1.61;OK
