OBJECTID,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,DataTituloValAbert,ClassificacaoTdP,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
12832,1402,"Residencial Globo, Lda.",RESIDENCIAL GLOBO LDA,RESIDENCIAL GLOBO LDA,Hotel,1,36,55,34,2,0,0,0,NaoIntegra,,Não,Sim,100,Não,sala de reuniões; sala de estar com zona de bar e refeições,406425600000,Por reconverter,Não,,jgsousa@iol.pt,jgsousa@iol.pt,5370-320,Mirandela,"41,48317473 ; -7,19054515",Fiavel,040721,Mirandela,Mirandela,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Não
12833,924,Hotel Turismo Trindade Coelho,HOTEL TURISMO TRINDADE COELHO LDA,HOTEL TURISMO TRINDADE COELHO LDA,Hotel,3,17,34,15,2,0,0,0,NaoIntegra,,Não,Não,0,Não, ,908841600000,Nao,Não,,htrindadecoelho@gmail.com,Largo Trindade Coelho 20,5200-213,Mogadouro,"41,3409713 ; -6,71679527",Fiavel,040830,"União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei",Mogadouro,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Sim
12834,5659,HOTEL VILA ESTEVES,TEMPO MODELO LDA,FACTOR RESOLVENTE LDA,Hotel,1,19,38,16,3,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar e de pequenos almoços,542419200000,Sim,Não,,hvilaesteves@gmail.com,"Rua General Pimenta de Castro, 6",4950-498,Monção,"42,07761258 ; -8,48230124",Fiavel,160438,União das freguesias de Monção e Troviscoso,Monção,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
12835,12107,Casa da Freiria,"Castrolaser - Actividades de Saúde, Imobiliário e","Castrolaser - Actividades de Saúde, Imobiliário e",TurismoDeHabitacao,0,4,8,4,0,0,0,0,,,Não,Não,0,Não,,1649030400000,Nao,Não,,geral@outeirovalley.pt,"Largo da Freiria,7 - Arcozelo",4990-157,PONTE DE LIMA,"41,76982607 ; -8,59116616",PoucoFiavel,160704,Arcozelo,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
12836,12108,Herdade Monte Vale Castelo,"DAR UNS PONTOS - SERVIÇOS MÉDICOS, S.A.","DAR UNS PONTOS - SERVIÇOS MÉDICOS, S.A.",Agroturismo,0,5,10,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1721692800000,Nao,Não,,drsergiomanuel@gmail.com,"Caminho de esporão, Monte vale Castelo",7200-232,REGUENGOS DE MONSARAZ,"38,40674388 ; -7,55268006",Fiavel,071104,Reguengos de Monsaraz,Reguengos de Monsaraz,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Não
12838,3387,Hotel Bienestar Termas de Monção,"Turismo Fundos - SGFII, S.A.",ADVANCESFERA - UNIPESSOAL LDA,Hotel,4,60,120,58,2,0,0,0,NaoIntegra,,Não,Sim,200,Sim,Sala de jogos; 2 salas de reuniões; Piscinas exteriores (adultos e crianças),1038268800000,Sim,Não,www.hotelbienestartermasdemoncao.com,reservas@hotelbienestartermasdemoncao.com,"Avnda. das Caldas, s/n",4950-442,Monção,"42,07823099 ; -8,47496795",Fiavel,160438,União das freguesias de Monção e Troviscoso,Monção,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
12839,11541,2M Hotel,"MONTILUANDA - EMPREENDIMENTOS, LDA","MONTILUANDA - EMPREENDIMENTOS, LDA",Hotel,2,16,32,0,16,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1704931200000,Sim,Não,www.2mhotel.com,reservas@2mhotel.com,"AVENIDA JOAO XXIII, 58",2870-159,MONTIJO,"38,70931843 ; -8,97523723",Fiavel,150710,União das freguesias de Montijo e Afonsoeiro,Montijo,Setúbal,Península de Setúbal,Península de Setúbal,Entidade Regional de Turismo da Região de Lisboa,Não
12841,1331,"RIABELA INICIATIVAS TURISTICAS RIA AVEIRO, LDA",RIABELA INICIATIVAS TURISTICAS RIA AVEIRO LDA,RIABELA INICIATIVAS TURISTICAS RIA AVEIRO LDA,Hotel,3,37,63,34,3,0,0,0,NaoIntegra,,Não,Sim,180,Não,"Sala de jogos, sala de reuniões, restaurante, bar, tabacaria, piscina exterior, jardim, solário exterior",547689600000,Por reconverter,Não,www.riabela.com,gerencia@riabela.com,QUINTAS DO SUL,3870-304,Torreira,"40,76781507 ; -8,69505971",Fiavel,011204,Torreira,Murtosa,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Não
12842,3848,Hotel da Nazaré,Joaquim Baptista Santos (Filhos) Lda,Joaquim Baptista Santos (Filhos) Lda,Hotel,3,52,104,51,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,-292118400000,Sim,Não,www.hoteldanazare.com,geral@hoteldanazare.com,Largo Afonso Zuquete nº7,2450-139,Nazaré,"39,60162063 ; -9,0709123",Fiavel,101102,Nazaré,Nazaré,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
12843,2970,Adega Oceano,ALFREDO LUIS RIBEIRO NARCISO VICENTE,OCEANOTEL - SOCIEDADE UNIPESSOAL LDA,Hotel,2,46,72,46,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Sala de Pequenos almoços e refeições com palco, Restaurante, Bar",501897600000,Sim,Não,www.adegaoceano.com,info@adegaoceano.com,"Avenida da República, nº 51",2450-101,Nazaré,"39,59905726 ; -9,07247206",Fiavel,101102,Nazaré,Nazaré,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
12845,1639,Hotel Rainha Santa Isabel,Paulo Miguel Duarte Cunha,Paulo Cunha Unipessoal Lda,Hotel,3,20,30,20,0,0,0,0,NaoIntegra,,Não,Não,40,Não,Business center,581558400000,Sim,Sim,www.obidoshotel.pt,history@obidoshotel.pt,Rua Direita 61 a 67,2510-001,Óbidos,"39,36123644 ; -9,15763178",Fiavel,101210,"Santa Maria, São Pedro e Sobral da Lagoa",Óbidos,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
12846,3287,Hotel Casa das Senhoras Rainhas,"CASA DAS SENHORAS RAINHAS - SOCIEDADE TURÍSTICA, LDA.",PUREVOLT LDA,Hotel,4,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante; Bar; Esplanada; Terraço,1025827200000,Sim,Não,https://senhorasrainhasobidos.com/,info@unlockhotels.com,"Rua Padre Nunes Tavares, nº 6",2510-070,Óbidos,"39,36064185 ; -9,15664663",Fiavel,101210,"Santa Maria, São Pedro e Sobral da Lagoa",Óbidos,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
12847,315,Solar Palmeiras,Caxias Empreendimentos Imobiliários Lda,NOVA CAXIAS EMPREENDIMENTOS TURISTICOS LDA,Hotel,4,34,70,0,34,0,0,0,NaoIntegra,,Não,Sim,80,Não, ,770428800000,Nao,Não,www.solarpalmeiras.com,reservas@solarpalmeiras.com,Alameda Quinta da Terrugem nº1-1A,2770-142,Paço de Arcos,"38,6976457 ; -9,28398657",Fiavel,111014,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
12848,3756,Hotel Santa Margarida,Camara Municipal de Oleiros,GEORURAL - ACTIVIDADES HOTELEIRAS LDA,Hotel,4,23,47,19,4,0,0,0,NaoIntegra,,Não,Sim,30,Sim,Bar; Auditório; sala de massagens; ginásio; Sauna; banho turco; Piscina exterior,1343347200000,Sim,Não,www.hotelsantamargarida.com,geral@hotelsantamargarida.pt,Torna,6160-498,Oleiros,"39,91566713 ; -7,91068297",Fiavel,050614,Oleiros-Amieira,Oleiros,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Sim
12849,1341,Hotel Paraíso,PARAISO - ACTIVIDADES HOTELEIRAS LDA,PARAISO - ACTIVIDADES HOTELEIRAS LDA,Hotel,3,30,45,30,0,0,0,0,NaoIntegra,,Não,Sim,80,Não,Bar; Sala de estar/bar; Sala polivalente; Restaurante,1116806400000,Sim,Não,www.hotelparaiso.com,oscar.director@hotelparaiso.com,Rua do Foral nº 87,3770-218,Oliveira do Bairro,"40,51492028 ; -8,49259439",Fiavel,011404,Oliveira do Bairro,Oliveira do Bairro,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Sim
12850,1298,Hotel Lux Fátima,"Turismo Fundos SGFII,SA","Lux Mundi - Empreendimentos Hoteleiros, Lda",Hotel,4,67,115,66,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante; Bar,1205712000000,Sim,Não,www.luxhotels.pt,reservas@luxhotels.pt,Avenida Dom José Alves Correia da Silva,2495-402,Fátima,"39,62756547 ; -8,67448369",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
12851,1431,Hotel Mateus,Elsa Cristina Reis Pereira e Paulo Miguel dos Reis Mateus,Helder António Frazão dos Reis Ferreira,Hotel,1,22,44,22,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar,1052870400000,Sim,Não,,hotelmateus@gmail.com,"Av.João XXIII, Nº 51",2495-403,Fátima,"39,62403104 ; -8,67124278",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
12852,1314,Hotel Cruz Alta,Rui Pedro Marto Pereira e outros,"Hotel Estrela de Fátima, Lda",Hotel,3,43,90,43,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"sala de estar, sala de pequenos-almoços",1104883200000,Sim,Não,www.fatima-hotels.com,hca@fatima-hotels.com,"Rua Cónego Formigão, 10",2495-415,Fátima,"39,62806145 ; -8,67477909",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
12853,1504,Casa São Nuno Hotel,ORDEM CARMO EM PORTUGAL,Carmolusitano,Hotel,3,138,259,134,4,0,0,0,NaoIntegra,,Não,Sim,0,Não,Auditório; Sala de reuniões; Capela; Loja; Business center;,173577600000,Sim,Não,www.casasaonuno.com,csn@casasaonuno.com,"Av. Beato Nuno, 271",2495-401,Fátima,"39,63532833 ; -8,67045465",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
12854,1463,Hotel Coração de Fátima,"Hotel Coração de Fátima, Lda","Hotel Coração de Fátima, Lda",Hotel,3,47,80,45,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Auditório; Salas de reuniões; Bar; Restaurante; Business center,1239667200000,Sim,Não,www.fatima-hotels.com,hcf@fatima-hotels.com,Rua Cónego Formigão,2495-417,Fátima,"39,62840625 ; -8,67432163",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
12855,1434,Hotel 13 de Outubro,josefina de jesus Silva,"SEM RUMO, EXPLORACAO TURISTICA E HOTELEIRA, LDA",Hotel,2,51,100,51,0,0,0,0,NaoIntegra,,Não,Sim,80,Não,Bar,1283126400000,Sim,Não,www.hotel13outubro.com,info@hotel13outubro.com,"Rua Francisco Marto, 71",2495-448,Fátima,"39,6286616 ; -8,66933964",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
12856,1302,Pensão Restaurante Floresta,Pensão Restaurante Floresta,Pensão Restaurante Floresta,Hotel,2,30,67,30,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Restaurante; Salão de festas,1293667200000,Por reconverter,Não,WWWflorestafatima.com,prfloresta@hotmail.com,Rotunda Norte-Estrada da Batalha,2495-405,Fátima,"39,6355972 ; -8,68893896",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
12858,5540,Hotel os Poetas,ANTONIO LEIT?O ANTUNES,ANTONIO LEIT?O ANTUNES,Hotel,2,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Esplanada,720921600000,Sim,Não,www.hotelospoetas.com,info@hotelospoetas.com,"Rua Dr. Alberto Cruz, 9",4980-629,Ponte da Barca,"41,80881246 ; -8,41973795",Fiavel,160628,"União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
12859,223,Axis Ponte de Lima Golfe Resort Hotel,TURILIMA EMPREENDIMENTOS TURISTICOS DO VALE DO LI,TURILIMA EMPREENDIMENTOS TURISTICOS DO VALE DO LI,Hotel,3,40,80,40,0,0,0,0,NaoIntegra,,Sim,Sim,130,Sim,Auditório; Piscina interior,1081900800000,Sim,Não,www.axishoteis.com,reservas@axispontedelima.com,Quinta de Pias - Fornelos,4990-620,Fornelos Ptl,"41,750242456197 ; -8,57330772338469",Fiavel,160758,Fornelos e Queijada,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
12860,6659,Hotel Império do Norte,FRANCISCO PEREIRA DE AMORIM,"HOTEL IMPERIO DO NORTE, UNIPESSOAL, LDA",Hotel,3,50,100,46,4,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Sala de refeições/polivalente; Sala de conferências; Piscina,1446768000000,Sim,Não,www.hotelimperiodonorte.com,geral@hotelimperiodonorte.com,Rua 5 de Outubro nº 97,4990-030,Ponte de Lima,"41,76559139 ; -8,58641727",Fiavel,160752,Arca e Ponte de Lima,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
12861,12110,Quinta de Cypriano - WIne & Nature,Limanova Agricultura e Turismo Lda,Limanova Agricultura e Turismo Lda,Agroturismo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1757548800000,Nao,Não,www.quintadecypriano.pt,quintadecypriano@gmail.com,Rua Quintela de Baixo nº 95,4980-830,VILA NOVA DE MUIA,"41,8101303 ; -8,38012241",Fiavel,160628,"União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
12862,12116,Refúgio da Garça,COSTAS DO TAMEGA LDA,COSTAS DO TAMEGA LDA,Agroturismo,0,9,18,0,9,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1722556800000,Nao,Não,www.refugiodagarca.pt,costasdotamega@gmail.com,"Avenida do Tâmega, nº188, Outeiro Seco",5400-592,OUTEIRO SECO,"41,76444852 ; -7,45184527",Fiavel,170321,Outeiro Seco,Chaves,Vila Real,Alto Tâmega e Barroso,Norte,Turismo do Porto e Norte de Portugal,Não
12864,12122,Quinta das Pedrosas,JORGE DUARTE JUSTO,JORGE DUARTE JUSTO,Agroturismo,0,3,6,0,3,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1724716800000,Nao,Não,,jorgeduartejusto@gmail.com,"Circular Externa da Vila de Arouca, 88 - A",4540-209,BURGO,"40,91841054 ; -8,25256445",Fiavel,010421,União das freguesias de Arouca e Burgo,Arouca,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
12868,12123,Favaios Aldeia Resort - Casa das Padeiras,BARROS & BARROS - SOCIEDADE AGRICOLA LDA,BARROS & BARROS - SOCIEDADE AGRICOLA LDA,CasaDeCampo,0,7,8,5,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1721779200000,Nao,Não,www.favaiosaldeiaresort.com,booking@favaiosaldeiaresort.com,"Rua da Amargura, n 24",5070-262,FAVAIOS,"41,26738642 ; -7,49965139",Fiavel,170107,Favaios,Alijó,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
13270,12033,Dear Lisbon - Valmor,João Veiga,João Veiga,TurismoDeHabitacao,0,24,24,12,12,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1721174400000,Nao,Sim,www.dearlisbon.com,dlvalmor@dearlisbon.com,Avenida da Republica 38,1050-194,LISBOA,"38,73852059 ; -9,1455115",Fiavel,110657,Avenidas Novas,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
13272,542,Pestana Blue Alvor Beach,NOVIMOVEST - FUNDO DE INVESTIMENTO IMOBILIÁRIO,SALVOR SOC INVESTIMENTO HOTELEIRO S A,Hotel,5,323,624,321,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante; Bar; Piscina interior; SPA; Ginásio; Sala multiusos; 3 lojas; Sala de reuniões; Sala de jogos; Piscina de adultos e de crianças; Jardins; Esplnadas; PArque infantil; Campo de ténis e de vólei; Kids club; Driving range,522633600000,Sim,Não,www.pestana.com,juridico.algarve@pestana.com,"Praia dos Três Irmãos, Alvor",8500-000,Portimão,"37,12309417 ; -8,58061526",Fiavel,081101,Alvor,Portimão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
13672,12141,Quinta do Barrocal,"Castas e Costumes Vititurismo, Lda.","Castas e Costumes Vititurismo, Lda.",CasaDeCampo,0,3,6,2,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1726185600000,Nao,Não,,quintadobarrocal@gmail.com,"Rua do Carrapatelo, 446",5050-429,CANELAS PRG,"41,16277058 ; -7,72810991",PoucoFiavel,170817,Canelas,Peso da Régua,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
13673,541,Pestana Alvor Praia,SALVOR SOC INVESTIMENTO HOTELEIRO S A,SALVOR SOC INVESTIMENTO HOTELEIRO S A,Hotel,5,236,465,184,18,34,0,0,NaoIntegra,,Não,Sim,300,Sim,Golfe; Bar; Cabeleireiro; Piscina interior e exterior; Ginásio; Restaurante; Campo de Ténis; Sauna; Parque Infantil; Mini-golf,1494806400000,Sim,Não,www.pestana.com,atecnica.carvoeiro@pestana.com,"Praia dos Três Irmãos, Alvor",8500-000,Portimão,"37,1215403 ; -8,57977415",Fiavel,081101,Alvor,Portimão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
13674,12144,Casa dos Pátios,NPIMENTA SOCIEDADE UNIPESSOAL LDA,NPIMENTA SOCIEDADE UNIPESSOAL LDA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1722297600000,Nao,Não,www.cerquido.nhome.pt,booking@cerquido.nhome.pt,"Travessa Fonte da Mó, n.26",4990-590,ESTORÃOS PTL,"41,80570527 ; -8,67609601",Fiavel,160717,Estorãos,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
13675,12146,Vela de estai,Mª Helena da Conceição Nobre Cardoso,Mª Helena da Conceição Nobre Cardoso,CasaDeCampo,0,5,12,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não,,1723075200000,Nao,Não,,helena.cardoso1@hotmail.com,"Rua do Canal,93 B",7645-075,VILA NOVA DE MILFONTES,"37,73139118 ; -8,78717458",Fiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
13683,12147,Parque de Campismo Piedense,Instituto da Conservação da Natureza e das Florestas - ICNF,Sociedade Filarmonica União Artistica Piedense,ParqueCampismo/Caravanismo,3,0,0,0,0,0,0,5000,,,Não,Sim,0,Não,,1098057600000,Nao,Não,https://sfuap.pt/Inicio/,tesouraria@camping.sfuap.pt,Praia da Mata,2825-412,COSTA DE CAPARICA,"38,62738869 ; -9,22279532",Fiavel,150303,Costa da Caparica,Almada,Setúbal,Península de Setúbal,Península de Setúbal,Entidade Regional de Turismo da Região de Lisboa,Não
13684,12154,Holiday Inn Express Evora,OUTRO,"MERCAN PROPERTY AVIZ, LDA",Hotel,3,76,152,76,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piacina exterior,1726185600000,Sim,Não,https://www.ihg.com/holidayinnexpress/hotels/pt/pt,info@hieevora.com,Estrada do Penedo de Ouro nº 18,7005-001,ÉVORA,"38,5779491 ; -7,91039847",Fiavel,070522,União das freguesias de Bacelo e Senhora da Saúde,Évora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Não
13685,12155,Casa das Pias,Luis Jorge Monteiro,Luis Jorge Monteiro,Agroturismo,0,7,14,0,7,0,0,0,NaoIntegra,,Não,Não,14,Não,Piscina exterior,1726704000000,Nao,Não,https://casadaspias.pt/,luisjm78@gmail.com,Rua do Cimo do Povo nº 209,5140-224,RIBALONGA CRZ,"41,22284861 ; -7,38978126",Fiavel,040322,União das freguesias de Castanheiro do Norte e Ribalonga,Carrazeda de Ansiães,Bragança,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
14073,12131,Parque de Campismo de Castelo Branco,Câmara Municipal de Castelo Branco,Câmara Municipal de Castelo Branco,ParqueCampismo/Caravanismo,3,0,0,0,0,0,0,2371,NaoIntegra,,Não,Não,0,Não,,403228800000,Nao,Não,https://www.albigec.pt/pt/equipamentos/parque-de-c,pcampismo@albigec.pt,Estrada Nacional 18,6000-113,CASTELO BRANCO,"39,85786183 ; -7,49472733",Fiavel,050205,Castelo Branco,Castelo Branco,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Não
14078,7649,Hotel Ponte Sor,Meta Capital - Soluções Imobiliarias Lda,META CAPITAL II - GEST?O HOTELEIRA LDA,Hotel,3,47,84,44,3,0,0,0,NaoIntegra,,Não,Não,0,Não,Área de estar; Galeria exterior; Loja,821059200000,Sim,Não,www.hotelpontesor.pt,geral@hotelpontesor.pt,"Rua João Pedro de Andrade, 10",7400-264,Ponte de Sor,"39,25316783 ; -8,01071082",Fiavel,121309,Ponte de Sor,Ponte de Sor,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Sim
14083,12169,Quinta Carvalhas,"Michelle Thomas  Property Holdings, Unipessoal, Lda.",AFV RETREATS LDA,Agroturismo,0,15,30,15,0,0,0,0,NaoIntegra,,Não,Sim,30,Sim,Piscina exterior,1762819200000,Nao,Não,www.quintacarvalhas.com,geral@quintacarvalhas.com,"Quinta Carvalhas, Rua José Ferreira Fazenda",2000-466,CASÉVEL STR,"39,37654356 ; -8,57600802",Fiavel,141631,União das freguesias de Casével e Vaqueiros,Santarém,Santarém,Lezíria do Tejo,Oeste e Vale do Tejo,Turismo do Alentejo,Não
14085,1595,INATEL Piódão,Câmara Municipal de Arganil,Fundação INATEL,Hotel,4,27,54,27,0,0,0,0,NaoIntegra,,Não,Sim,150,Não,Bar; SPA com ginásio; Sala polivalente; Piscina coberta e aquecida,1302220800000,Sim,Não,www.inatel.pt,inatel.piodao@inatel.pt,Piódão,6285-011,Piódão,"40,23094162 ; -7,82962363",Fiavel,060111,Piódão,Arganil,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
14086,5473,Natura Glamping,Junta de Freguesia de Alcongosta,"Eco Glamping Gardunha, lda",ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,24,NaoIntegra,,Não,Sim,0,Não,Piscina exterior,1430956800000,NA,Não,www.naturaglamping.com,naturaglamping@gmail.com,Fórneas - Casa do Guarda,6230-040,Alcongosta,"40,10859327 ; -7,48399296",Fiavel,050403,Alcongosta,Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Sim
14088,12178,Aromáticas de Malta,Francisco Ricardo Fontes Guerra da Mota,Francisco Ricardo Fontes Guerra da Mota,Agroturismo,0,13,16,6,6,0,0,0,NaoIntegra,,Não,Sim,16,Não,,1727740800000,Nao,Não,,geral@aromaticasdemalta.pt,Rua do Rio da Costa 129,4485-452,MALTA,"41,30274362 ; -8,65865375",Fiavel,131641,Malta,Vila do Conde,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
14090,12182,MOINHO NOMADA,JOAO PEREIRA REBELO,MOINHO NOMADA UNIP LDA,CasaDeCampo,0,5,8,2,3,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1431648000000,Nao,Não,,moinhonomada@sapo.pt,"RUA CAPELA, N155, SANTA OVAIA BAIXO",3460-019,TONDELA,"40,54518734 ; -8,05144611",PoucoFiavel,182103,Canas de Santa Maria,Tondela,Viseu,Viseu Dão Lafões,Centro,Turismo do Centro de Portugal,Não
14092,12191,Casa de Campo,MARIA JOÃO MARTINS MARQUES RIBEIRO,MARIA JOÃO MARTINS MARQUES RIBEIRO,CasaDeCampo,0,2,4,1,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1728518400000,Nao,Não,,ribeiro.mariajoao@gmail.com,Rua da Liberdade 211,2550-101,CADAVAL,"39,23857034 ; -9,12059192",Fiavel,110411,União das freguesias do Cadaval e Pêro Moniz,Cadaval,Lisboa,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
14093,12193,Quinta da Hortigueira - Country House,ALDINO ANDRADE DOS SANTOS UNIPESSOAL LDA,ALDINO ANDRADE DOS SANTOS UNIPESSOAL LDA,CasaDeCampo,0,6,10,4,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1728000000000,Nao,Não,,carolina.ss@live.com.pt,Quinta da Hortigueira,6420-654,TORRES,"40,74869539 ; -7,3259044",Fiavel,091330,União das freguesias de Freches e Torres,Trancoso,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
14096,12202,Quinta de Sant'Ana da Várzea,Maria da Conceição dos Reis Lino Netto Pinto da França,"Casa Lino Neto, Sociedade Agricola, Lda.",CasaDeCampo,0,8,16,4,4,0,0,0,NaoIntegra,,Não,Sim,8,Não,Piscina exterior,1725580800000,Nao,Não,,antonio.ln.paisana@casalinonetto.com,"EN 118, Nº13, Casa Branca",2200-145,ABRANTES,"39,46319169 ; -8,01291803",Fiavel,140122,União das freguesias de Alvega e Concavada,Abrantes,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
14097,12201,Casa da Pelica,Manuel Rodrigues,SARA  DOMINGUES,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1717113600000,Nao,Não,www.aldeiadepontes.com,aldeiadepontes@gmail.com,Aldeia de Pontes - Lugar de Pontes,4960-080,CASTRO LABOREIRO,"41,9890279619409 ; -8,16320582332065",Fiavel,160319,União das freguesias de Castro Laboreiro e Lamas de Mouro,Melgaço,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
14101,12212,Monte da Figueira Brava,Oferta Forasteira,Oferta Forasteira,CasaDeCampo,0,5,10,4,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1727654400000,Nao,Não,,geral@ofertaforasteira.pt,Vale de Aljustrel,7900-636,FERREIRA DO ALENTEJO,"38,0041355 ; -8,2170939",Fiavel,020811,Ferreira do Alentejo,Ferreira do Alentejo,Beja,Baixo Alentejo,Alentejo,Turismo do Alentejo,Não
